Nama Produk,label,text_cleaned,text_stopwords_removed,clean_text,token_awal,token_akhir,reduksi,persen_%
WSKEN Apple Watch Pelindung Layar Case ”2Paket “ HD KacaUltra Tipis Seri 38/40/41/42/44/45/46/49mm,Entertainment,wsken apple watch pelindung layar case ”paket “ hd kacaultra tipis seri mm,wsken apple watch pelindung layar case ”paket hd kacaultra seri,wsken apple watch lindung layar case paket hd kacaultra seri,13.0,10.0,3.0,23.1
Aolon Mars R3 Jam Tangan Smartwatch Pria Running Pace 60Hz AMOLED Screen AOD Metal Case Custom Wallpaper Bluetooth Call Health Monitoring Smart Watch IP68 Waterproof 178+ Sport Mode,Entertainment,aolon mars r jam tangan smartwatch pria running pace hz amoled screen aod metal case custom wallpaper bluetooth call health monitoring smart watch ip waterproof sport mode,aolon mars jam tangan smartwatch running pace hz amoled screen aod metal case custom wallpaper bluetooth call health monitoring smart watch ip waterproof sport mode,aolon mars jam tangan smartwatch running pace hz amoled screen aod metal case custom wallpaper bluetooth call health monitoring smart watch ip waterproof sport mode,28.0,25.0,3.0,10.7
Aolon GT Pro Smart Watch Jam Running Pria Pace Compass 1.6 inch Full Screen Bluetooth Call 100+ Sport Mode Smartwatch Heart Rate Blood Oxygen Waterproof Double Strap,Entertainment,aolon gt pro smart watch jam running pria pace compass inch full screen bluetooth call sport mode smartwatch heart rate blood oxygen waterproof double strap,aolon gt pro smart watch jam running pace compass inch screen bluetooth call sport mode smartwatch heart rate blood oxygen waterproof double strap,aolon gt pro smart watch jam running pace compass inch screen bluetooth call sport mode smartwatch heart rate blood oxygen waterproof double strap,27.0,23.0,4.0,14.8
Apple iPhone 17,Entertainment,apple iphone,apple iphone,apple iphone,3.0,2.0,1.0,33.3
iPhone 12 PROMAX 128GB/256GB GOOD CONDITION LIKE NEW BERGARANSI,Entertainment,iphone promax gbgb good condition like new bergaransi,iphone promax gbgb good condition like bergaransi,iphone promax gbgb good condition like garansi,9.0,7.0,2.0,22.2
VIVO Y33s 8/128GB & Y30 GARANSI RESMI VIVO,Entertainment,vivo ys gb y garansi resmi vivo,vivo ys gb vivo,vivo ys gb vivo,8.0,4.0,4.0,50.0
Samsung Galaxy A26 5G 8/256GB - Black,Entertainment,samsung galaxy a g gb black,samsung galaxy gb black,samsung galaxy gb black,7.0,4.0,3.0,42.9
iPhone 13 ex iBox Beacukai IMEI Permanen Garansi 12 Bln 100% Original Second IP Fullset,Entertainment,iphone ex ibox beacukai imei permanen garansi bln original second ip fullset,iphone ex ibox beacukai imei bln second ip fullset,iphone ex ibox beacukai imei bln second ip fullset,15.0,9.0,6.0,40.0
NEW IPHONE 15 14 13 512GB 256GB 128GB - GARANSI RESMI KEMENPRIN GREEN PEEL ID,Entertainment,new iphone gb gb gb garansi resmi kemenprin green peel id,iphone gb gb gb kemenprin green peel id,iphone gb gb gb kemenprin green peel id,15.0,8.0,7.0,46.7
OPPO A6 6/256GB - 6/128GB & A77s GARANSI RESMI OPPO,Entertainment,oppo a gb gb as garansi resmi oppo,oppo gb gb as oppo,oppo gb gb as oppo,10.0,5.0,5.0,50.0
POCO M7 Pro 5G (8/256GB) | Dimensity 7025-Ultra | 5110mAh battery | 120Hz FHD+ eye-care AMOLED display | 50MP dual camera with OIS [Official Store],Entertainment,poco m pro g gb dimensity ultra mah battery hz fhd eyecare amoled display mp dual camera with ois official store,poco pro gb dimensity mah battery hz fhd eyecare amoled display mp dual camera with ois official,poco pro gb dimensity mah battery hz fhd eyecare amoled display mp dual camera with ois official,25.0,17.0,8.0,32.0
Apple iPhone 17 Pro,Entertainment,apple iphone pro,apple iphone pro,apple iphone pro,4.0,3.0,1.0,25.0
"[BARU] OPPO A6t Online Exclusive 4+64/128GB & 6+128GB [Snapdragon 685, 6500mAh Large Battery, 120Hz Ultra High Refresh Rate]",Entertainment,baru oppo at online exclusive gb gb snapdragon mah large battery hz ultra high refresh rate,oppo at exclusive gb gb snapdragon mah battery hz high refresh rate,oppo at exclusive gb gb snapdragon mah battery hz high refresh rate,18.0,12.0,6.0,33.3
Hp Nokia 105,Entertainment,hp nokia,hp nokia,hp nokia,3.0,2.0,1.0,33.3
Infinix Smart 20 4/64GB - Up to 8GB Extended RAM - Mediatek Helio G81 - 6.78” - 8MP - 5200 mAh - IP64,Entertainment,infinix smart gb up to gb extended ram mediatek helio g ” mp mah ip,infinix smart gb up to gb extended ram mediatek helio mp mah ip,infinix smart gb up to gb extended ram mediatek hio mp mah ip,23.0,13.0,10.0,43.5
Samsung Galaxy A26 5G 8/256GB - Peach Pink,Entertainment,samsung galaxy a g gb peach pink,samsung galaxy gb peach pink,samsung galaxy gb peach pink,8.0,5.0,3.0,37.5
Infinix Note 50S 5G+ 8/256GB - Up to 16GB Extended RAM - Dimensity 7300 Ultimate - 6.78” 3D Curved FHD+ Amoled - 64MP OIS - 5200 mAh - NFC,Entertainment,infinix note s g gb up to gb extended ram dimensity ultimate ” d curved fhd amoled mp ois mah nfc,infinix note gb up to gb extended ram dimensity ultimate curved fhd amoled mp ois mah nfc,infinix note gb up to gb extended ram dimensity ultimate curved fhd amoled mp ois mah nfc,29.0,17.0,12.0,41.4
"POCO C85 (6/128 GB) (8/256 GB) Baterai besar 6000mAh dengan pengisian daya 33W | Ekspansi RAM hingga 16GB | Layar imersif 6.9"" 120Hz | 50MP kamera ganda AI [Official Store]",Entertainment,poco c gb gb baterai besar mah dengan pengisian daya w ekspansi ram hingga gb layar imersif hz mp kamera ganda ai official store,poco gb gb baterai mah pengisian daya ekspansi ram gb layar imersif hz mp kamera ai official,poco gb gb baterai mah isi daya ekspansi ram gb layar imersif hz mp kamera ai official,30.0,17.0,13.0,43.3
Apple iPhone 17 Pro Max,Entertainment,apple iphone pro max,apple iphone pro max,apple iphone pro max,5.0,4.0,1.0,20.0
"vivo Y19s Pro - 6000mAh + 44W FlashCharge, Tahan Banting Ekstrem, Tahan Hujan IP64, Dual Stereo Speaker, 50MP Kamera Utama, AI Erase 2.0",Entertainment,vivo ys pro mah w flashcharge tahan banting ekstrem tahan hujan ip dual stereo speaker mp kamera utama ai erase,vivo ys pro mah flashcharge tahan banting tahan hujan ip dual stereo speaker mp kamera ai erase,vivo ys pro mah flashcharge tahan banting tahan hujan ip dual stereo speaker mp kamera ai erase,23.0,17.0,6.0,26.1
HP Gaming nubia Neo 3 GT 5G RAM 20 GB (8 +12 GB) + ROM 256 GB 6000mAH Super Fast Charging 80W Garansi Resmi,Entertainment,hp gaming nubia neo gt g ram gb gb rom gb mah super fast charging w garansi resmi,hp gaming nubia neo gt ram gb gb rom gb mah fast charging,hp gaming nubia neo gt ram gb gb rom gb mah fast charging,24.0,13.0,11.0,45.8
Infinix Hot 60 Pro Plus 8/128GB 8/256GB | 6.78inc | NFC | Helio G200 | 5160mAh | Garansi Resmi Infinix,Entertainment,infinix hot pro plus gb gb inc nfc helio g mah garansi resmi infinix,infinix pro gb gb inc nfc helio mah infinix,infinix pro gb gb inc nfc hio mah infinix,20.0,9.0,11.0,55.0
SAMSUNG GALAXY A36 5G RAM 8/256GB GARANSI RESMI SEIN,Entertainment,samsung galaxy a g ram gb garansi resmi sein,samsung galaxy ram gb sein,samsung galaxy ram gb sein,9.0,5.0,4.0,44.4
OPO A38 4/128GB Dual Sim Garansi Resmi OPO,Entertainment,opo a gb dual sim garansi resmi opo,opo gb dual sim opo,opo gb dual sim opo,8.0,5.0,3.0,37.5
Samsung Galaxy A07 4/64gb + 4/128gb + 6/128gb + 8/256gb Free Adapter Garansi Resmi Sein,Entertainment,samsung galaxy a gb gb gb gb free adapter garansi resmi sein,samsung galaxy gb gb gb gb adapter sein,samsung galaxy gb gb gb gb adapter sein,15.0,8.0,7.0,46.7
Hp Xiaomi Redmi S2 Ram 4/5GB Warna Gold-Emas,Entertainment,hp xiaomi redmi s ram gb warna goldemas,hp xiaomi redmi ram gb goldemas,hp xiaomi redmi ram gb goldemas,8.0,6.0,2.0,25.0
Samsung Galaxy A07 [PLUS ADAPTOR] [4GB+64GB] [4GB+128GB] [6GB+128GB] - Mediatek Helio G99 - Camera 50MP - 5000mAh - Garansi Resmi Samsung Indonesia,Entertainment,samsung galaxy a plus adaptor gbgb gbgb gbgb mediatek helio g camera mp mah garansi resmi samsung indonesia,samsung galaxy adaptor gbgb gbgb gbgb mediatek helio camera mp mah samsung indonesia,samsung galaxy adaptor gbgb gbgb gbgb mediatek hio camera mp mah samsung indonesia,22.0,13.0,9.0,40.9
OPO A5i 4/128GB - 4/64GB & A16 GARANSI RESMI OPO,Entertainment,opo ai gb gb a garansi resmi opo,opo ai gb gb opo,opo ai gb gb opo,10.0,5.0,5.0,50.0
"Samsung Galaxy S25 Series S25 FE S25 Edge S25 Ultra S25 Plus S25 Basic Smart AI, Original, Garansi SEIN",Entertainment,samsung galaxy s series s fe s edge s ultra s plus s basic smart ai original garansi sein,samsung galaxy series fe edge basic smart ai sein,samsung galaxy series fe edge basic smart ai sein,19.0,9.0,10.0,52.6
Xiaomi Redmi 15C 6/128 8/256GB Garansi Xiaomi Indonesia,Entertainment,xiaomi redmi c gb garansi xiaomi indonesia,xiaomi redmi gb xiaomi indonesia,xiaomi redmi gb xiaomi indonesia,8.0,5.0,3.0,37.5
Xiaomi Redmi A7 Pro (4+64 GB) (4+128 GB) | Layar imersif 6.9 inch | Baterai 6000mAh (Typ) | Xiaomi HyperOS | Prosesor octa-core | Desain ramping dan elegan | 13MP kamera ganda AI | HP Android [Xiaomi Official Store],Entertainment,xiaomi redmi a pro gb gb layar imersif inch baterai mah typ xiaomi hyperos prosesor octacore desain ramping dan elegan mp kamera ganda ai hp android xiaomi official store,xiaomi redmi pro gb gb layar imersif inch baterai mah typ xiaomi hyperos prosesor octacore desain elegan mp kamera ai hp android xiaomi official,xiaomi redmi pro gb gb layar imersif inch baterai mah typ xiaomi hyperos prosesor octacore desain elegan mp kamera ai hp android xiaomi official,39.0,24.0,15.0,38.5
"Official Samsung Galaxy A07 4+64GB/4+128GB/ 6+128GB/8+256GB | Samsung Galaxy A06 4+64GB/4+128GB/6+128GB Mediatek Helio G99,Camera 50MP ,5000mAh",Entertainment,official samsung galaxy a gbgb gbgb samsung galaxy a gbgbgb mediatek helio gcamera mp mah,official samsung galaxy gbgb gbgb samsung galaxy gbgbgb mediatek helio gcamera mp mah,official samsung galaxy gbgb gbgb samsung galaxy gbgbgb mediatek hio gcamera mp mah,16.0,13.0,3.0,18.8
Xiaomi Redmi Note 12 (4/128 - 6/128 - 8/128) & Redmi Note 9 NEW BNIB,Entertainment,xiaomi redmi note redmi note new bnib,xiaomi redmi note redmi note bnib,xiaomi redmi note redmi note bnib,15.0,6.0,9.0,60.0
Glosstar Pengkilap kue kering / roti / pia / nastar / cookies / mooncake / bahan kue gloss penganti kuning telur egg - MS Baker ( 100ml ) Halal murah ekonomis grosir supplier egg gloss egggloss,Entertainment,glosstar pengkilap kue kering roti pia nastar cookies mooncake bahan kue gloss penganti kuning telur egg ms baker ml halal murah ekonomis grosir supplier egg gloss egggloss,glosstar pengkilap kue roti pia nastar cookies mooncake kue gloss penganti telur egg ms baker supplier egg gloss egggloss,glosstar kilap kue roti pia nastar cookies mooncake kue gloss anti telur egg ms baker supplier egg gloss egggloss,36.0,19.0,17.0,47.2
SMARTBERRY Kids Study TAB 4/128GB / B95 B96 Tablet Hadiah Anak / 7 Inch / Android tab edukasi anak,Entertainment,smartberry kids study tab gb b b tablet hadiah anak inch android tab edukasi anak,smartberry kids study tab gb tablet hadiah inch android tab edukasi,smartberry kids study tab gb tablet hadiah inch android tab edukasi,19.0,11.0,8.0,42.1
Hanbai Kids Study Tab F06 Tablet Anak Android Edukasi Belajar Layar Sentuh IPS 7 Inch Only WiFi / Hadiah Anak - Toy Kemasan Tas Garansi Resmi 1 Tahun,Entertainment,hanbai kids study tab f tablet anak android edukasi belajar layar sentuh ips inch only wifi hadiah anak toy kemasan tas garansi resmi tahun,hanbai kids study tab tablet android edukasi belajar layar sentuh ips inch only wifi hadiah toy tas,hanbai kids study tab tablet android edukasi ajar layar sentuh ips inch only wifi hadiah toy tas,28.0,17.0,11.0,39.3
"Tablet Baru 11,6 Inci Pro11 Belajar dan Hiburan Kantor Super Tipis SIM/WiFi Komputer Label Tablet Murah Android",Entertainment,tablet baru inci pro belajar dan hiburan kantor super tipis simwifi komputer label tablet murah android,tablet inci pro belajar hiburan kantor simwifi komputer label tablet android,tablet inci pro ajar hibur kantor simwifi komputer label tablet android,17.0,11.0,6.0,35.3
Isi Lagu Bebas Request File Musik/Lagu [Audio FLAC Lossless 16/24-bit] Harga per lagu,Entertainment,isi lagu bebas request file musiklagu audio flac lossless bit harga per lagu,lagu request file musiklagu flac lossless bit lagu,lagu request file musiklagu flac lossless bit lagu,13.0,8.0,5.0,38.5
Samsung Tab A8 P205 with S Pen (RAM 3/32GB) NEW BNIB,Entertainment,samsung tab a p with s pen ram gb new bnib,samsung tab with pen ram gb bnib,samsung tab with pen ram gb bnib,11.0,7.0,4.0,36.4
Samsung Galaxy Tab A11+ Wifi 6/128GB - Gray,Entertainment,samsung galaxy tab a wifi gb gray,samsung galaxy tab wifi gb gray,samsung galaxy tab wifi gb gray,8.0,6.0,2.0,25.0
APPLE IPAD MINI 7 MINI 6 512GB 256GB 128GB 64GB WIFI - NEW SEGEL,Entertainment,apple ipad mini mini gb gb gb gb wifi new segel,apple ipad gb gb gb gb wifi segel,apple ipad gb gb gb gb wifi segel,14.0,8.0,6.0,42.9
CETAK STIKER LABEL KEMASAN PERSEGI PANJANG | LABEL MAKANAN BOX THINWALL TOPLES MIKA | TERPOTONG 6cm,Entertainment,cetak stiker label kemasan persegi panjang label makanan box thinwall toples mika terpotong cm,cetak stiker label persegi label makanan thinwall toples mika terpotong,cetak stiker label persegi label makan thinwall toples mika potong,16.0,10.0,6.0,37.5
Oli Yamalube Silver 800ml SAE 20W-40 Oli Motor Bebek Yamaha 0.8L ORIGINAL,Entertainment,oli yamalube silver ml sae w oli motor bebek yamaha l original,oli yamalube silver sae oli motor bebek yamaha,oli yamalube silver sae oli motor bebek yamaha,12.0,8.0,4.0,33.3
Sankoi San Koi Spirulina 1Kg Pakan Koi - Size Medium,Entertainment,sankoi san koi spirulina kg pakan koi size medium,sankoi san koi spirulina pakan koi,sankoi san koi spirulina pakan koi,10.0,6.0,4.0,40.0
"[5.5 Voucher s/d 20% | FREE PEN] HUAWEI MatePad 11.5” New Standard Edition Tablet | WPS Office 3.0 Tingkat PC Eksklusif | 10,100 mAh 40W HUAWEI SuperCharge",Entertainment,voucher sd free pen huawei matepad ” new standard edition tablet wps office tingkat pc eksklusif mah w huawei supercharge,sd pen huawei matepad standard tablet wps office tingkat mah huawei supercharge,sd pen huawei matepad standard tablet wps office tingkat mah huawei supercharge,27.0,12.0,15.0,55.6
EVE 25P BATTERY 18650 HIGHDRAIN 2500MAH 12C 30A BATERAI INR18650 LITHIUM LI-ION LAPTOP,Entertainment,eve p battery highdrain mah c a baterai inr lithium liion laptop,eve battery highdrain mah baterai inr lithium liion laptop,eve battery highdrain mah baterai inr lithium liion laptop,13.0,9.0,4.0,30.8
Second ORIGINAL iPad 6 / iPad 5 Generation wifi only REAL PICTURE !!! FISIK SAMA !!!,Entertainment,second original ipad ipad generation wifi only real picture fisik sama,second ipad ipad generation wifi only picture,second ipad ipad generation wifi only picture,16.0,7.0,9.0,56.2
Piping bag / Icing Bag / menghias / buttercream / adonan / cantong / corong / Plastik segitiga kue ANTI BOCOR - NIMA (Kecil) - 100 lembar,Entertainment,piping bag icing bag menghias buttercream adonan cantong corong plastik segitiga kue anti bocor nima kecil lembar,piping bag icing bag menghias buttercream adonan cantong corong plastik segitiga kue anti bocor nima,piping bag icing bag hias buttercream adon cantong corong plastik segitiga kue anti bocor nima,27.0,15.0,12.0,44.4
[5.5 Voucher s/d 20%] HUAWEI MatePad 11.5-inch Tablet | PC-level WPS Office | Keyboard | HUAWEI Notes,Entertainment,voucher sd huawei matepad inch tablet pclevel wps office keyboard huawei notes,sd huawei matepad inch tablet pclevel wps office keyboard huawei notes,sd huawei matepad inch tablet pclevel wps office keyboard huawei notes,17.0,11.0,6.0,35.3
Jual Murah Tablet Second Berkualitas Fujitsu V727 Core m-3 RAM 8GB SSD 512GB Pen stylish Windows 11 Pro,Entertainment,jual murah tablet second berkualitas fujitsu v core m ram gb ssd gb pen stylish windows pro,tablet second fujitsu core ram gb ssd gb pen stylish windows pro,tablet second fujitsu core ram gb ssd gb pen stylish windows pro,18.0,12.0,6.0,33.3
Hafiz Doll versi 4 New [Free Ongkir] Hafidz Hafizah Doll Boneka Garansi Original,Entertainment,hafiz doll versi new free ongkir hafidz hafizah doll boneka garansi original,hafiz doll versi hafidz hafizah doll boneka,hafiz doll versi hafidz hafizah doll boneka,13.0,7.0,6.0,46.2
Tombol Volume On Off Xiaomi Redmi Note 8 Baru,Entertainment,tombol volume on off xiaomi redmi note baru,tombol volume on off xiaomi redmi note,tombol volume on off xiaomi redmi note,9.0,7.0,2.0,22.2
*DI-JAMIN ORI* Dinamo Nagawa Nagasaki 125 PSI; 6 Liter / Menit Pompa Air Sprayer Elektrik Tengki Alat Semprot / Cuci motor bisa Alat Semprot Pertanian bunuh hama disinfektan otomatis 2in1 manual mesin semprot,Entertainment,dijamin ori dinamo nagawa nagasaki psi liter menit pompa air sprayer elektrik tengki alat semprot cuci motor bisa alat semprot pertanian bunuh hama disinfektan otomatis in manual mesin semprot,dijamin dinamo nagawa nagasaki psi menit pompa air sprayer elektrik tengki alat semprot motor alat semprot pertanian bunuh hama disinfektan in manual mesin semprot,jamin dinamo nagawa nagasaki psi menit pompa air sprayer elektrik tengki alat semprot motor alat semprot tani bunuh hama disinfektan in manual mesin semprot,33.0,24.0,9.0,27.3
"2024 Tablet PC Tab Pro11 Android 12GB+512GB 11,6 inci Layar Penuh Layar Besar Wifi 5G Dual SIM Dual Standby Tablet Anak-anak Belajar Ponsel Kantor Tablet Game Tablet Harga Rendah Tablet Jaminan Resmi Tablet Mesin Pembelajaran",Entertainment,tablet pc tab pro android gbgb inci layar penuh layar besar wifi g dual sim dual standby tablet anakanak belajar ponsel kantor tablet game tablet harga rendah tablet jaminan resmi tablet mesin pembelajaran,tablet tab pro android gbgb inci layar layar wifi dual sim dual standby tablet anakanak belajar ponsel kantor tablet game tablet tablet jaminan tablet mesin pembelajaran,tablet tab pro android gbgb inci layar layar wifi dual sim dual standby tablet anakanak ajar ponsel kantor tablet game tablet tablet jamin tablet mesin ajar,35.0,26.0,9.0,25.7
Dudukan Holder iPad Putar Akrilik | Standing Tablet Meja Kasir Acrylic,Entertainment,dudukan holder ipad putar akrilik standing tablet meja kasir acrylic,dudukan holder ipad putar akrilik standing tablet meja kasir acrylic,duduk holder ipad putar akrilik standing tablet meja kasir acrylic,11.0,10.0,1.0,9.1
OPPO Pad Air 7/64GB ( 4GB + 3GB Extended Ram ) Garansi Resmi Oppo,Entertainment,oppo pad air gb gb gb extended ram garansi resmi oppo,oppo pad air gb gb gb extended ram oppo,oppo pad air gb gb gb extended ram oppo,14.0,9.0,5.0,35.7
Laptop | Tablet | Handphone [ Link Free Gift Khusus Pembelian di Rizky Apple 003 ],Entertainment,laptop tablet handphone link free gift khusus pembelian di rizky apple,laptop tablet handphone gift pembelian rizky apple,laptop tablet handphone gift beli rizky apple,16.0,7.0,9.0,56.2
"(Bonus styluspen) iPAD 2 3 4 5 AIR 16-64gb,AIPAD MINI 1,2 32Gb 4G,.FREE 3D CASE,STYLUS DAN APLIKASI OFFICE",Entertainment,bonus styluspen ipad air gbaipad mini gb gfree d casestylus dan aplikasi office,bonus styluspen ipad air gbaipad gb gfree casestylus aplikasi office,bonus styluspen ipad air gbaipad gb gfree casestylus aplikasi office,18.0,10.0,8.0,44.4
SAMSUNG GALAXY TAB A9 PLUS 5G 8/128 GARANSI RESMI SAMSUNG SEIN,Entertainment,samsung galaxy tab a plus g garansi resmi samsung sein,samsung galaxy tab samsung sein,samsung galaxy tab samsung sein,11.0,5.0,6.0,54.5
Xiaomi Pad 7 (8/256GB) | Snapdragon 7+ Gen 3 | Layar 11.2 3.2K 144Hz Dolby Vision Atmos | Ultra-thin & lightweight | Xiaomi HyperAI [Official Store],Entertainment,xiaomi pad gb snapdragon gen layar k hz dolby vision atmos ultrathin lightweight xiaomi hyperai official store,xiaomi pad gb snapdragon gen layar hz dolby vision atmos ultrathin lightweight xiaomi hyperai official,xiaomi pad gb snapdragon gen layar hz dolby vision atmos ultrathin lightweight xiaomi hyperai official,26.0,15.0,11.0,42.3
"Apple iPad (A16), Wi-Fi + Cellular",Entertainment,apple ipad a wifi cellular,apple ipad wifi cellular,apple ipad wifi cellular,6.0,4.0,2.0,33.3
SPESIAL LAYANAN ASURANSI PENGIRIMAN PRODUK SELAMA PROSES PENGIRIMAN,Entertainment,spesial layanan asuransi pengiriman produk selama proses pengiriman,layanan asuransi pengiriman produk proses pengiriman,layan asuransi kirim produk proses kirim,8.0,6.0,2.0,25.0
"Xiaomi Redmi Pad 2 Series | Redmi Pad 2 4G (6/128G) SIM Card | Redmi Pad 2 (4/128G) Wi-Fi Only | 11"" 2.5K Layar Super-jernih | Baterai jumbo 9000mAh (typ) | Helio G100-Ultra | 4 Speaker didukung Dolby Atmos® [Xiaomi Official Store]",Entertainment,xiaomi redmi pad series redmi pad g g sim card redmi pad g wifi only k layar superjernih baterai jumbo mah typ helio gultra speaker didukung dolby atmos® xiaomi official store,xiaomi redmi pad series redmi pad sim card redmi pad wifi only layar superjernih baterai mah typ helio gultra speaker didukung dolby atmos® xiaomi official,xiaomi redmi pad series redmi pad sim card redmi pad wifi only layar superjernih baterai mah typ hio gultra speaker dukung dolby atmos xiaomi official,42.0,25.0,17.0,40.5
iPad Air 2- PROMO TERMURAH! Bisa COD + Garansi 7 Hari Versi iOS Tertinggi (iPadOS 15),Entertainment,ipad air promo termurah bisa cod garansi hari versi ios tertinggi ipados,ipad air versi ios ipados,ipad air versi ios ipados,16.0,5.0,11.0,68.8
"Xiaomi Redmi Pad 2 2025 (4GB/128GB) | MediaTek Helio G100-Ultra Layar 11"" FHD+9000mAH - Garansi Resmi",Entertainment,xiaomi redmi pad gbgb mediatek helio gultra layar fhdmah garansi resmi,xiaomi redmi pad gbgb mediatek helio gultra layar fhdmah,xiaomi redmi pad gbgb mediatek hio gultra layar fhdmah,16.0,9.0,7.0,43.8
Sikat Lem Sepatu / Shoe Brush Adhesive,Entertainment,sikat lem sepatu shoe brush adhesive,sikat lem sepatu shoe brush adhesive,sikat lem sepatu shoe brush adhesive,7.0,6.0,1.0,14.3
REDMI PAD 2 4/128 6/128 GARANSI RESMI 15 BULAN 11 INCH,Entertainment,redmi pad garansi resmi bulan inch,redmi pad inch,redmi pad inch,11.0,3.0,8.0,72.7
Undangan Tahlil Tahlilan Haul Kenduri Kematian 7HARI 40HARI 100HARI 1000 HARI LANGSUNG DIKIRIM,Entertainment,undangan tahlil tahlilan haul kenduri kematian hari hari hari hari langsung dikirim,undangan tahlil tahlilan kenduri kematian langsung dikirim,undang tahlil tahlil kenduri mati langsung kirim,13.0,7.0,6.0,46.2
Samsung Galaxy Tab S10 FE Wifi 8GB/128GB - Gray | Tablet AI | Galaxy AI | Layar besar,Entertainment,samsung galaxy tab s fe wifi gbgb gray tablet ai galaxy ai layar besar,samsung galaxy tab fe wifi gbgb gray tablet ai galaxy ai layar,samsung galaxy tab fe wifi gbgb gray tablet ai galaxy ai layar,18.0,12.0,6.0,33.3
Mi LCD Writing Tablet 13.5 | One tap clear screen | Ultra light magnetic stylus | Desain ringan dan portabel [Official Store],Entertainment,mi lcd writing tablet one tap clear screen ultra light magnetic stylus desain ringan dan portabel official store,mi lcd writing tablet one tap clear screen light magnetic stylus desain official,mi lcd writing tablet one tap clear screen light magnetic stylus desain official,22.0,13.0,9.0,40.9
"Apple iPad 11th Gen 11-Inch 2025 512GB 256GB 128GB WiFi Only 10.9"" Inch Gen 11",Entertainment,apple ipad th gen inch gb gb gb wifi only inch gen,apple ipad th gen inch gb gb gb wifi only inch gen,apple ipad th gen inch gb gb gb wifi only inch gen,15.0,12.0,3.0,20.0
"VistaTab 30 Pro 8/256GB - Super Tipis 7mm Layar Besar 13"" FHD+ Prosesor Canggih Helio G99 Ultimate - Dual Speaker - Baterai Besar 10000mAh",Entertainment,vistatab pro gb super tipis mm layar besar fhd prosesor canggih helio g ultimate dual speaker baterai besar mah,vistatab pro gb layar fhd prosesor helio ultimate dual speaker baterai mah,vistatab pro gb layar fhd prosesor hio ultimate dual speaker baterai mah,24.0,12.0,12.0,50.0
"itel VistaTab 30 Pro 8/256GB - Super thin 7mm - 13"" FHD+ high definition IPS Huge Display - Powerful Heart G99- Dual Speaker - 10000mAh Huge Battery",Entertainment,itel vistatab pro gb super thin mm fhd high definition ips huge display powerful heart g dual speaker mah huge battery,itel vistatab pro gb thin fhd high definition ips huge display powerful heart dual speaker mah huge battery,itel vistatab pro gb thin fhd high definition ips huge display powerful heart dual speaker mah huge battery,27.0,18.0,9.0,33.3
atomu Kids Tablet WIFI Versi / Tablet Anak / Tablet Belajar / WiFi dan Hotspot,Entertainment,atomu kids tablet wifi versi tablet anak tablet belajar wifi dan hotspot,atomu kids tablet wifi versi tablet tablet belajar wifi hotspot,ato kids tablet wifi versi tablet tablet ajar wifi hotspot,15.0,10.0,5.0,33.3
"Redmi Pad 2 Pro | 12.1"" 2.5K crystal-clear display | Massive 12000mAh (typ) battery | Snapdragon 7s Gen 4 | Quad speaker with Dolby Atmos® [Official Store]",Entertainment,redmi pad pro k crystalclear display massive mah typ battery snapdragon s gen quad speaker with dolby atmos® official store,redmi pad pro crystalclear display massive mah typ battery snapdragon gen quad speaker with dolby atmos® official,redmi pad pro crystalclear display massive mah typ battery snapdragon gen quad speaker with dolby atmos official,27.0,17.0,10.0,37.0
SMARTBERRY KIDS STUDY TAB B93 tab 4/128GB / Tablet Anak / Tablet 7 Inch / Tablet PC / Tablet Android 14 / 4/128 GB / 2Camera Bluetooth,Entertainment,smartberry kids study tab b tab gb tablet anak tablet inch tablet pc tablet android gb camera bluetooth,smartberry kids study tab tab gb tablet tablet inch tablet tablet android gb camera bluetooth,smartberry kids study tab tab gb tablet tablet inch tablet tablet android gb camera bluetooth,27.0,15.0,12.0,44.4
"{Free Mouse Keyboard } KLOURUS Tablet Pad 7s (16GB + 1024GB) | IPS 12"" | Tablet Murah untuk Belajar,Gaming, Kerja & Hiburan | 5G Dual SIM, WiFi Tablet Anak Android, Kamera 48MP | Kapasitas baterai besar 8800mAh[KLOURUS Official Store]​",Entertainment,free mouse keyboard klourus tablet pad s gb gb ips tablet murah untuk belajargaming kerja hiburan g dual sim wifi tablet anak android kamera mp kapasitas baterai besar mahklourus official store​,mouse keyboard klourus tablet pad gb gb ips tablet belajargaming kerja hiburan dual sim wifi tablet android kamera mp kapasitas baterai mahklourus official store​,mouse keyboard klourus tablet pad gb gb ips tablet belajargaming kerja hibur dual sim wifi tablet android kamera mp kapasitas baterai mahklourus official store,39.0,24.0,15.0,38.5
NEW Amiyo Tablet A15PRO MAX 10.03 Inch Tablet Edukasi Anak WiFi Only Android 13 Anti Radiasi,Entertainment,new amiyo tablet apro max inch tablet edukasi anak wifi only android anti radiasi,amiyo tablet apro max inch tablet edukasi wifi only android anti radiasi,amiyo tablet apro max inch tablet edukasi wifi only android anti radiasi,16.0,12.0,4.0,25.0
New iPad [ Mini-7 ] BNIB WiFi Only,Entertainment,new ipad mini bnib wifi only,ipad bnib wifi only,ipad bnib wifi only,8.0,4.0,4.0,50.0
