Nama Produk,label,text_cleaned,text_stopwords_removed,clean_text,token_awal,token_akhir,reduksi,persen_%
Tugu Cikal Sukosono,Entertainment,tugu cikal sukosono,tugu cikal sukosono,tugu cikal sukosono,3.0,3.0,0.0,0.0
Monumen Pertempuran Tegalkangkung,Entertainment,monumen pertempuran tegalkangkung,monumen pertempuran tegalkangkung,monumen tempur tegalkangkung,3.0,3.0,0.0,0.0
Semarang Shark Garage,Entertainment,semarang shark garage,semarang shark garage,semarang shark garage,3.0,3.0,0.0,0.0
Menara MAJT,Entertainment,menara majt,menara majt,menara majt,2.0,2.0,0.0,0.0
HistorySpark,Entertainment,historyspark,historyspark,historyspark,1.0,1.0,0.0,0.0
MONUMEN GERBONG DATAR TUA,Entertainment,monumen gerbong datar tua,monumen gerbong,monumen gerbong,4.0,2.0,2.0,50.0
Sendang Mintoloyo TBRS,Entertainment,sendang mintoloyo tbrs,sendang mintoloyo tbrs,sendang mintoloyo tbrs,3.0,3.0,0.0,0.0
Parkiran khusus Lawang Sewu,Entertainment,parkiran khusus lawang sewu,parkiran lawang sewu,parkir lawang sewu,4.0,3.0,1.0,25.0
Patung Batas Kota Sriwulan,Entertainment,patung batas kota sriwulan,patung batas kota sriwulan,patung batas kota sriwulan,4.0,4.0,0.0,0.0
Anjungan Kabupaten Brebes,Entertainment,anjungan kabupaten brebes,anjungan kabupaten brebes,anjung kabupaten brebes,3.0,3.0,0.0,0.0
Dmz 3D Museum,Entertainment,dmz d museum,dmz museum,dmz museum,3.0,2.0,1.0,33.3
Masjid Dan Anjungan Demak,Entertainment,masjid dan anjungan demak,masjid anjungan demak,masjid anjung demak,4.0,3.0,1.0,25.0
Base camp RGS,Entertainment,base camp rgs,base camp rgs,base camp rgs,3.0,3.0,0.0,0.0
Monumen Tugu Pahlawan dan Museum Sepuluh Nopember Surabaya,Entertainment,monumen tugu pahlawan dan museum sepuluh nopember surabaya,monumen tugu pahlawan museum sepuluh nopember surabaya,monumen tugu pahlawan museum puluh nopember surabaya,8.0,7.0,1.0,12.5
Siola Surabaya Museum,Entertainment,siola surabaya museum,siola surabaya museum,siola surabaya museum,3.0,3.0,0.0,0.0
Museum Pendidikan Surabaya,Entertainment,museum pendidikan surabaya,museum pendidikan surabaya,museum didik surabaya,3.0,3.0,0.0,0.0
Museum H. O. S. Tjokroaminoto,Entertainment,museum h o s tjokroaminoto,museum tjokroaminoto,museum tjokroaminoto,5.0,2.0,3.0,60.0
De Javasche Bank,Entertainment,de javasche bank,de javasche bank,de javasche bank,3.0,3.0,0.0,0.0
Museum Dr. Soetomo,Entertainment,museum dr soetomo,museum dr soetomo,museum dr soetomo,3.0,3.0,0.0,0.0
Museum TNI AL Loka Jala Crana,Entertainment,museum tni al loka jala crana,museum tni al loka jala crana,museum tni al loka jala crana,6.0,6.0,0.0,0.0
Museum Olahraga Surabaya,Entertainment,museum olahraga surabaya,museum olahraga surabaya,museum olahraga surabaya,3.0,3.0,0.0,0.0
Rumah Wafat Wage Rudolf Supratman,Entertainment,rumah wafat wage rudolf supratman,rumah wafat wage rudolf supratman,rumah wafat wage rudolf supratman,5.0,5.0,0.0,0.0
Museum Pusat TNI AL Jalesveva Jayamahe,Entertainment,museum pusat tni al jalesveva jayamahe,museum pusat tni al jalesveva jayamahe,museum pusat tni al jalesveva jayamahe,6.0,6.0,0.0,0.0
Museum Etnografi dan Pusat Kajian Kematian Universitas Airlangga,Entertainment,museum etnografi dan pusat kajian kematian universitas airlangga,museum etnografi pusat kajian kematian universitas airlangga,museum etnografi pusat kaji mati universitas airlangga,8.0,7.0,1.0,12.5
Museum Bank Mandiri,Entertainment,museum bank mandiri,museum bank,museum bank,3.0,2.0,1.0,33.3
Dolanan Art Experience,Entertainment,dolanan art experience,dolanan art experience,dolan art experience,3.0,3.0,0.0,0.0
Vice Admiral Yos Sudarso Monument,Entertainment,vice admiral yos sudarso monument,vice admiral yos sudarso monument,vice admiral yos sudarso monument,5.0,5.0,0.0,0.0
Taman Sejarah dan Museum Hidup Kota Lama Surabaya,Entertainment,taman sejarah dan museum hidup kota lama surabaya,sejarah museum hidup kota surabaya,sejarah museum hidup kota surabaya,8.0,5.0,3.0,37.5
Museum Anatomi Veteriner,Entertainment,museum anatomi veteriner,museum anatomi,museum anatomi,3.0,2.0,1.0,33.3
B-P House Indonesia,Entertainment,bp house indonesia,bp house indonesia,bp house indonesia,3.0,3.0,0.0,0.0
Museum Teknoform - Universitas DINAMIKA,Entertainment,museum teknoform universitas dinamika,museum teknoform universitas dinamika,museum teknoform universitas dinamika,5.0,4.0,1.0,20.0
GNI SURABAYA,Entertainment,gni surabaya,gni surabaya,gni surabaya,2.0,2.0,0.0,0.0
Patung Suroboyo Raksasa,Entertainment,patung suroboyo raksasa,patung suroboyo raksasa,patung suroboyo raksasa,3.0,3.0,0.0,0.0
Surabaya Youth Center,Entertainment,surabaya youth center,surabaya youth center,surabaya youth center,3.0,3.0,0.0,0.0
Tempat Kelahiran Soekarno,Entertainment,tempat kelahiran soekarno,kelahiran soekarno,lahir soekarno,3.0,2.0,1.0,33.3
Orasis Art Space,Entertainment,orasis art space,orasis art space,orasis art space,3.0,3.0,0.0,0.0
Gedung Cak Durasim,Entertainment,gedung cak durasim,gedung cak durasim,gedung cak durasim,3.0,3.0,0.0,0.0
Taman Tugu Pahlawan Alun Alun Contong,Entertainment,taman tugu pahlawan alun alun contong,tugu pahlawan alun alun contong,tugu pahlawan alun alun contong,6.0,5.0,1.0,16.7
Okassi Scooter Museum,Entertainment,okassi scooter museum,okassi scooter museum,okassi scooter museum,3.0,3.0,0.0,0.0
Gedhong Pusoko MeSir,Entertainment,gedhong pusoko mesir,gedhong pusoko mesir,gedhong pusoko mesir,3.0,3.0,0.0,0.0
Musium Kematian Unair Surabaya,Entertainment,musium kematian unair surabaya,musium kematian unair surabaya,musium mati unair surabaya,4.0,4.0,0.0,0.0
Museum Misi Pasturan Katolik Surabaya,Entertainment,museum misi pasturan katolik surabaya,museum misi pasturan katolik surabaya,museum misi pastur katolik surabaya,5.0,5.0,0.0,0.0
S. Pandji Studio,Entertainment,s pandji studio,pandji studio,pandji studio,3.0,2.0,1.0,33.3
Rumah Air Surabaya,Entertainment,rumah air surabaya,rumah air surabaya,rumah air surabaya,3.0,3.0,0.0,0.0
Galeri Pusaka Papat Sekawan,Entertainment,galeri pusaka papat sekawan,galeri pusaka papat sekawan,galeri pusaka papat kawan,4.0,4.0,0.0,0.0
Museum Pendidikan Kedokteran Unair Surabaya,Entertainment,museum pendidikan kedokteran unair surabaya,museum pendidikan kedokteran unair surabaya,museum didik dokter unair surabaya,5.0,5.0,0.0,0.0
Pesarean Joko Berek Sawunggaling,Entertainment,pesarean joko berek sawunggaling,pesarean joko berek sawunggaling,sarean joko rek sawunggaling,4.0,4.0,0.0,0.0
Istana Marsha Lazuarditya,Entertainment,istana marsha lazuarditya,istana marsha lazuarditya,istana marsha lazuarditya,3.0,3.0,0.0,0.0
Museum BI,Entertainment,museum bi,museum bi,museum bi,2.0,2.0,0.0,0.0
SIOLA Mal Pelayanan Publik,Entertainment,siola mal pelayanan publik,siola mal pelayanan publik,siola mal layan publik,4.0,4.0,0.0,0.0
Wesijowo keris,Entertainment,wesijowo keris,wesijowo keris,wesijowo keris,2.0,2.0,0.0,0.0
Museum Hidup Polwiltabes Surabaya,Entertainment,museum hidup polwiltabes surabaya,museum hidup polwiltabes surabaya,museum hidup polwiltabes surabaya,4.0,4.0,0.0,0.0
Taman Gantung Tunjungan,Entertainment,taman gantung tunjungan,gantung tunjungan,gantung tunjung,3.0,2.0,1.0,33.3
MBKM SABDI,Entertainment,mbkm sabdi,mbkm sabdi,mbkm sabdi,2.0,2.0,0.0,0.0
Rumah Kelahiran DR. H. ROESLAN ABDULGANI,Entertainment,rumah kelahiran dr h roeslan abdulgani,rumah kelahiran dr roeslan abdulgani,rumah lahir dr roeslan abdulgani,6.0,5.0,1.0,16.7
Aku Wong Jowo,Entertainment,aku wong jowo,jowo,jowo,3.0,1.0,2.0,66.7
Monumen Kanca Yudha,Entertainment,monumen kanca yudha,monumen kanca yudha,monumen kanca yudha,3.0,3.0,0.0,0.0
Parking,Entertainment,parking,parking,parking,1.0,1.0,0.0,0.0
Pesarean Mbah Kramat Dewo,Entertainment,pesarean mbah kramat dewo,pesarean mbah kramat dewo,sarean mbah kramat dewo,4.0,4.0,0.0,0.0
Taman Ekspresi Dan Perpustakaan,Entertainment,taman ekspresi dan perpustakaan,ekspresi perpustakaan,ekspresi pustaka,4.0,2.0,2.0,50.0
Syeh muhamad yahya,Entertainment,syeh muhamad yahya,syeh muhamad yahya,syeh muhamad yahya,3.0,3.0,0.0,0.0
Museum of Mind [MoM],Entertainment,museum of mind mom,museum of mind mom,museum of mind mom,4.0,4.0,0.0,0.0
Pesarean syeikh abddurrochman,Entertainment,pesarean syeikh abddurrochman,pesarean syeikh abddurrochman,sarean syeikh abddurrochman,3.0,3.0,0.0,0.0
Darmawan Design,Entertainment,darmawan design,darmawan design,darmawan design,2.0,2.0,0.0,0.0
Galeri Prabangkara,Entertainment,galeri prabangkara,galeri prabangkara,galeri prabangkara,2.0,2.0,0.0,0.0
Cuci Pusaka Mr.Rius,Entertainment,cuci pusaka mrrius,pusaka mrrius,pusaka mrrius,3.0,2.0,1.0,33.3
Museum Gajah,Entertainment,museum gajah,museum gajah,museum gajah,2.0,2.0,0.0,0.0
Siola Convention Hall,Entertainment,siola convention hall,siola convention hall,siola convention hall,3.0,3.0,0.0,0.0
Indonesian Cancer Museum,Entertainment,indonesian cancer museum,indonesian cancer museum,indonesian cancer museum,3.0,3.0,0.0,0.0
Rumah Kompos,Entertainment,rumah kompos,rumah kompos,rumah kompos,2.0,2.0,0.0,0.0
Halte Perpustakaan BI Darmo,Entertainment,halte perpustakaan bi darmo,halte perpustakaan bi darmo,halte pustaka bi darmo,4.0,4.0,0.0,0.0
ISTANA BONEKA PANJANGJIWO (ISBON),Entertainment,istana boneka panjangjiwo isbon,istana boneka panjangjiwo isbon,istana boneka panjangjiwo isbon,4.0,4.0,0.0,0.0
GOR Pancasila,Entertainment,gor pancasila,gor pancasila,gor pancasila,2.0,2.0,0.0,0.0
Asrama Haji Sukolilo Surabaya,Entertainment,asrama haji sukolilo surabaya,asrama haji sukolilo surabaya,asrama haji sukolilo surabaya,4.0,4.0,0.0,0.0
Hyperbox Family Karaoke,Entertainment,hyperbox family karaoke,hyperbox family karaoke,hyperbox family karaoke,3.0,3.0,0.0,0.0
Happy Puppy Ringroad Utara,Entertainment,happy puppy ringroad utara,happy puppy ringroad utara,happy puppy ringroad utara,4.0,4.0,0.0,0.0
Top40 Karaoke Keluarga,Entertainment,top karaoke keluarga,karaoke keluarga,karaoke keluarga,3.0,2.0,1.0,33.3
Family Fun Ringroad,Entertainment,family fun ringroad,family fun ringroad,family fun ringroad,3.0,3.0,0.0,0.0
Freedom karaoke jogja,Entertainment,freedom karaoke jogja,freedom karaoke jogja,freedom karaoke jogja,3.0,3.0,0.0,0.0
Boshe KTV,Entertainment,boshe ktv,boshe ktv,boshe ktv,2.0,2.0,0.0,0.0
Turgo Family Karaoke,Entertainment,turgo family karaoke,turgo family karaoke,turgo family karaoke,3.0,3.0,0.0,0.0
Happy Puppy Yogyakarta Seturan,Entertainment,happy puppy yogyakarta seturan,happy puppy yogyakarta seturan,happy puppy yogyakarta tur,4.0,4.0,0.0,0.0
Happy Puppy,Entertainment,happy puppy,happy puppy,happy puppy,2.0,2.0,0.0,0.0
Inul Vizta Lippo Plaza Yogyakarta,Entertainment,inul vizta lippo plaza yogyakarta,inul vizta lippo plaza yogyakarta,inul vizta lippo plaza yogyakarta,5.0,5.0,0.0,0.0
NAV Jogjakarta,Entertainment,nav jogjakarta,nav jogjakarta,nav jogjakarta,2.0,2.0,0.0,0.0
Singgah Family Karaoke,Entertainment,singgah family karaoke,singgah family karaoke,singgah family karaoke,3.0,3.0,0.0,0.0
CLUB AND KARAOKE,Entertainment,club and karaoke,club and karaoke,club and karaoke,3.0,3.0,0.0,0.0
Bayubajra Family Karaoke,Entertainment,bayubajra family karaoke,bayubajra family karaoke,bayubajra family karaoke,3.0,3.0,0.0,0.0
Yellow River Karaoke & Spa,Entertainment,yellow river karaoke spa,yellow river karaoke spa,yellow river karaoke spa,5.0,4.0,1.0,20.0
Terrace Jogja,Entertainment,terrace jogja,terrace jogja,terrace jogja,2.0,2.0,0.0,0.0
Blackdoor Karaoke,Entertainment,blackdoor karaoke,blackdoor karaoke,blackdoor karaoke,2.0,2.0,0.0,0.0
3 LEBAH KARAOKE AND LOUNGE,Entertainment,lebah karaoke and lounge,lebah karaoke and lounge,lebah karaoke and lounge,5.0,4.0,1.0,20.0
RedBox Karaoke & Lounge,Entertainment,redbox karaoke lounge,redbox karaoke lounge,redbox karaoke lounge,4.0,3.0,1.0,25.0
BLASS Studio karaoke,Entertainment,blass studio karaoke,blass studio karaoke,blass studio karaoke,3.0,3.0,0.0,0.0
Insomnia Karaoke,Entertainment,insomnia karaoke,insomnia karaoke,insomnia karaoke,2.0,2.0,0.0,0.0
Family Karaoke,Entertainment,family karaoke,family karaoke,family karaoke,2.0,2.0,0.0,0.0
BELLA KARAOKE,Entertainment,bella karaoke,bella karaoke,bella karaoke,2.0,2.0,0.0,0.0
NEVADA KARAOKE,Entertainment,nevada karaoke,nevada karaoke,nevada karaoke,2.0,2.0,0.0,0.0
Krismanada karaoke music live,Entertainment,krismanada karaoke music live,krismanada karaoke music,krismanada karaoke music,4.0,3.0,1.0,25.0
Master karaoke pedan,Entertainment,master karaoke pedan,master karaoke pedan,master karaoke dan,3.0,3.0,0.0,0.0
KARAOKE 58,Entertainment,karaoke,karaoke,karaoke,2.0,1.0,1.0,50.0
Horizon karaoke,Entertainment,horizon karaoke,horizon karaoke,horizon karaoke,2.0,2.0,0.0,0.0
Ktv,Entertainment,ktv,ktv,ktv,1.0,1.0,0.0,0.0
ALEXA KARAOKE,Entertainment,alexa karaoke,alexa karaoke,alexa karaoke,2.0,2.0,0.0,0.0
PREDATOR Billiard JOGJA,Entertainment,predator billiard jogja,predator billiard jogja,predator billiard jogja,3.0,3.0,0.0,0.0
Royal Crown Karaoke,Entertainment,royal crown karaoke,crown karaoke,crown karaoke,3.0,2.0,1.0,33.3
PREDATOR KARAOKE,Entertainment,predator karaoke,predator karaoke,predator karaoke,2.0,2.0,0.0,0.0
Happy Family 2 Karaoke,Entertainment,happy family karaoke,happy family karaoke,happy family karaoke,4.0,3.0,1.0,25.0
NEW START KARAOKE,Entertainment,new start karaoke,start karaoke,start karaoke,3.0,2.0,1.0,33.3
Bayu Karaoke,Entertainment,bayu karaoke,bayu karaoke,bayu karaoke,2.0,2.0,0.0,0.0
Masterpiece Jogja,Entertainment,masterpiece jogja,masterpiece jogja,masterpiece jogja,2.0,2.0,0.0,0.0
Faiq Home,Entertainment,faiq home,faiq home,faiq home,2.0,2.0,0.0,0.0
Karaoke Tama Ganco,Entertainment,karaoke tama ganco,karaoke tama ganco,karaoke tama ganco,3.0,3.0,0.0,0.0
Homestay Eling & Tresno,Entertainment,homestay eling tresno,homestay eling tresno,homestay eling tresno,4.0,3.0,1.0,25.0
POWERMOVE Yap Square,Entertainment,powermove yap square,powermove yap square,powermove yap square,3.0,3.0,0.0,0.0
A2 Cokro Riverview,Entertainment,a cokro riverview,cokro riverview,cokro riverview,3.0,2.0,1.0,33.3
New Redcliff Spa & Karaoke,Entertainment,new redcliff spa karaoke,redcliff spa karaoke,redcliff spa karaoke,5.0,3.0,2.0,40.0
XT Square,Entertainment,xt square,xt square,xt square,2.0,2.0,0.0,0.0
Kick Off Futsal & Pickleball & Basketball & Karaoke,Entertainment,kick off futsal pickleball basketball karaoke,kick off futsal pickleball basketball karaoke,kick off futsal pickleball basketball karaoke,9.0,6.0,3.0,33.3
3Lebahkaraoke&Honey bee,Entertainment,lebahkaraokehoney bee,lebahkaraokehoney bee,lebahkaraokehoney bee,2.0,2.0,0.0,0.0
Rumah Wadah Jogja,Entertainment,rumah wadah jogja,rumah jogja,rumah jogja,3.0,2.0,1.0,33.3
WisnuDjatiPratama,Entertainment,wisnudjatipratama,wisnudjatipratama,wisnudjatipratama,1.0,1.0,0.0,0.0
KARAOKE RISKI KASURAN,Entertainment,karaoke riski kasuran,karaoke riski kasuran,karaoke riski kasur,3.0,3.0,0.0,0.0
Villa Mollien Jogja,Entertainment,villa mollien jogja,villa mollien jogja,villa mollien jogja,3.0,3.0,0.0,0.0
EC Executive Karaoke Yogyakarta,Entertainment,ec executive karaoke yogyakarta,ec executive karaoke yogyakarta,ec executive karaoke yogyakarta,4.0,4.0,0.0,0.0
the crown karaoke,Entertainment,the crown karaoke,the crown karaoke,the crown karaoke,3.0,3.0,0.0,0.0
De Djogdja,Entertainment,de djogdja,de djogdja,de djogdja,2.0,2.0,0.0,0.0
De Djogdja Karaoke Lounge ,Entertainment,de djogdja karaoke lounge,de djogdja karaoke lounge,de djogdja karaoke lounge,4.0,4.0,0.0,0.0
Griya Sunarti Family Homestay,Entertainment,griya sunarti family homestay,griya sunarti family homestay,griya sunarti family homestay,4.0,4.0,0.0,0.0
KARAOKE KELUARGA MINGGIR,Entertainment,karaoke keluarga minggir,karaoke keluarga minggir,karaoke keluarga minggir,3.0,3.0,0.0,0.0
BBC Karaoke,Entertainment,bbc karaoke,bbc karaoke,bbc karaoke,2.0,2.0,0.0,0.0
Glow Karaoke Jogja,Entertainment,glow karaoke jogja,glow karaoke jogja,glow karaoke jogja,3.0,3.0,0.0,0.0
Dinasty karaoke,Entertainment,dinasty karaoke,dinasty karaoke,dinasty karaoke,2.0,2.0,0.0,0.0
Mono karaoke,Entertainment,mono karaoke,mono karaoke,mono karaoke,2.0,2.0,0.0,0.0
KARAOKE MIRAMA,Entertainment,karaoke mirama,karaoke mirama,karaoke mirama,2.0,2.0,0.0,0.0
V.I.P KARAOKE,Entertainment,vip karaoke,vip karaoke,vip karaoke,2.0,2.0,0.0,0.0
Zion Solution,Entertainment,zion solution,zion solution,zion solution,2.0,2.0,0.0,0.0
SK musik & karaoke,Entertainment,sk musik karaoke,sk musik karaoke,sk musik karaoke,4.0,3.0,1.0,25.0
Empire XXI Cinema Yogyakarta,Entertainment,empire xxi cinema yogyakarta,empire xxi cinema yogyakarta,empire xxi cinema yogyakarta,4.0,4.0,0.0,0.0
Cin polis Lippo Plaza Jogja,Entertainment,cin polis lippo plaza jogja,cin polis lippo plaza jogja,cin polis lippo plaza jogja,4.0,5.0,-1.0,-25.0
Cinema XXI Plaza Ambarrukmo,Entertainment,cinema xxi plaza ambarrukmo,cinema xxi plaza ambarrukmo,cinema xxi plaza ambarrukmo,4.0,4.0,0.0,0.0
Bioskop Sonobudoyo,Entertainment,bioskop sonobudoyo,bioskop sonobudoyo,bioskop sonobudoyo,2.0,2.0,0.0,0.0
Gaby's Cinema,Entertainment,gabys cinema,gabys cinema,gabys cinema,2.0,2.0,0.0,0.0
Eks Bioskop Mataram,Entertainment,eks bioskop mataram,eks bioskop mataram,eks bioskop mataram,3.0,3.0,0.0,0.0
Jogja City XXI,Entertainment,jogja city xxi,jogja city xxi,jogja city xxi,3.0,3.0,0.0,0.0
Cinepolis ,Entertainment,cinepolis,cinepolis,cinepolis,1.0,1.0,0.0,0.0
CGV Pakuwon Mall Yogyakarta,Entertainment,cgv pakuwon mall yogyakarta,cgv pakuwon mall yogyakarta,cgv pakuwon mall yogyakarta,4.0,4.0,0.0,0.0
Eks Bioskop Indra,Entertainment,eks bioskop indra,eks bioskop indra,eks bioskop indra,3.0,3.0,0.0,0.0
Cinema Meet Up,Entertainment,cinema meet up,cinema meet up,cinema meet up,3.0,3.0,0.0,0.0
Sleman City Hall XXI,Entertainment,sleman city hall xxi,sleman city hall xxi,sleman city hall xxi,4.0,4.0,0.0,0.0
CGV Jwalk Mall,Entertainment,cgv jwalk mall,cgv jwalk mall,cgv jwalk mall,3.0,3.0,0.0,0.0
CGV Transmart Maguwo,Entertainment,cgv transmart maguwo,cgv transmart maguwo,cgv transmart maguwo,3.0,3.0,0.0,0.0
Galeria Mall Yogyakarta,Entertainment,galeria mall yogyakarta,galeria mall yogyakarta,galeria mall yogyakarta,3.0,3.0,0.0,0.0
Plaza Malioboro,Entertainment,plaza malioboro,plaza malioboro,plaza malioboro,2.0,2.0,0.0,0.0
EPIC CINEMA,Entertainment,epic cinema,epic cinema,epic cinema,2.0,2.0,0.0,0.0
Cinema Universitas Amikom,Entertainment,cinema universitas amikom,cinema universitas amikom,cinema universitas amikom,3.0,3.0,0.0,0.0
JFA CINEMA HUB,Entertainment,jfa cinema hub,jfa cinema hub,jfa cinema hub,3.0,3.0,0.0,0.0
Cinema Kotagede,Entertainment,cinema kotagede,cinema kotagede,cinema kotagede,2.0,2.0,0.0,0.0
Jogja Film Academy,Entertainment,jogja film academy,jogja film academy,jogja film academy,3.0,3.0,0.0,0.0
Gedung Permata,Entertainment,gedung permata,gedung permata,gedung permata,2.0,2.0,0.0,0.0
Indo Bara Cinema,Entertainment,indo bara cinema,indo bara cinema,indo bara cinema,3.0,3.0,0.0,0.0
Lippo Plaza Jogja,Entertainment,lippo plaza jogja,lippo plaza jogja,lippo plaza jogja,3.0,3.0,0.0,0.0
Graha Cinema,Entertainment,graha cinema,graha cinema,graha cinema,2.0,2.0,0.0,0.0
Kolibri Cinema,Entertainment,kolibri cinema,kolibri cinema,kolibri cinema,2.0,2.0,0.0,0.0
KDM Cinema,Entertainment,kdm cinema,kdm cinema,kdm cinema,2.0,2.0,0.0,0.0
Ambarrukmo Plaza,Entertainment,ambarrukmo plaza,ambarrukmo plaza,ambarrukmo plaza,2.0,2.0,0.0,0.0
Cinema Bakery,Entertainment,cinema bakery,cinema bakery,cinema bakery,2.0,2.0,0.0,0.0
Clivora Cinema,Entertainment,clivora cinema,clivora cinema,clivora cinema,2.0,2.0,0.0,0.0
Sahid J-Walk,Entertainment,sahid jwalk,sahid jwalk,sahid jwalk,2.0,2.0,0.0,0.0
FOCUSED EQUIPMENT YOGYAKARTA,Entertainment,focused equipment yogyakarta,focused equipment yogyakarta,focused equipment yogyakarta,3.0,3.0,0.0,0.0
AZKO Urip Sumoharjo,Entertainment,azko urip sumoharjo,azko urip sumoharjo,azko urip sumoharjo,3.0,3.0,0.0,0.0
Jogja City Mall,Entertainment,jogja city mall,jogja city mall,jogja city mall,3.0,3.0,0.0,0.0
Empire XXI,Entertainment,empire xxi,empire xxi,empire xxi,2.0,2.0,0.0,0.0
Auditorium Building LPP Yogyakarta,Entertainment,auditorium building lpp yogyakarta,auditorium building lpp yogyakarta,auditorium building lpp yogyakarta,4.0,4.0,0.0,0.0
VisualTime STUDIO,Entertainment,visualtime studio,visualtime studio,visualtime studio,2.0,2.0,0.0,0.0
Grand Kangen Hotel Urip Sumoharjo Yogyakarta,Entertainment,grand kangen hotel urip sumoharjo yogyakarta,grand hotel urip sumoharjo yogyakarta,grand hotel urip sumoharjo yogyakarta,6.0,5.0,1.0,16.7
Bilik Cinema Photography,Entertainment,bilik cinema photography,bilik cinema photography,bilik cinema photography,3.0,3.0,0.0,0.0
Ibar Malioboro,Entertainment,ibar malioboro,ibar malioboro,ibar malioboro,2.0,2.0,0.0,0.0
Toko sehat tentrem graha cinema,Entertainment,toko sehat tentrem graha cinema,tentrem graha cinema,tentrem graha cinema,5.0,3.0,2.0,40.0
WAYANG CINEMA,Entertainment,wayang cinema,wayang cinema,wayang cinema,2.0,2.0,0.0,0.0
OGH Doni Hotel,Entertainment,ogh doni hotel,ogh doni hotel,ogh doni hotel,3.0,3.0,0.0,0.0
Audiovisual.id,Entertainment,audiovisualid,audiovisualid,audiovisualid,1.0,1.0,0.0,0.0
SUA Coffee Malioboro,Entertainment,sua coffee malioboro,sua coffee malioboro,sua coffee malioboro,3.0,3.0,0.0,0.0
Picture style cinema Post-Production,Entertainment,picture style cinema postproduction,picture style cinema postproduction,picture style cinema postproduction,4.0,4.0,0.0,0.0
Koen Cinema Indonesia,Entertainment,koen cinema indonesia,koen cinema indonesia,koen cinema indonesia,3.0,3.0,0.0,0.0
ARTOTEL Suites Bianti - Yogyakarta,Entertainment,artotel suites bianti yogyakarta,artotel suites bianti yogyakarta,artotel suites bianti yogyakarta,5.0,4.0,1.0,20.0
X Cinema Production House,Entertainment,x cinema production house,cinema production house,cinema production house,4.0,3.0,1.0,25.0
Dmedia Cinema Indonesia,Entertainment,dmedia cinema indonesia,dmedia cinema indonesia,dmedia cinema indonesia,3.0,3.0,0.0,0.0
Jamaah Cinema mahasiswa,Entertainment,jamaah cinema mahasiswa,jamaah cinema mahasiswa,jamaah cinema mahasiswa,3.0,3.0,0.0,0.0
De Laxston Hotel,Entertainment,de laxston hotel,de laxston hotel,de laxston hotel,3.0,3.0,0.0,0.0
Klaten Town Square XXI,Entertainment,klaten town square xxi,klaten town square xxi,klaten town square xxi,4.0,4.0,0.0,0.0
AFS CINEMA,Entertainment,afs cinema,afs cinema,afs cinema,2.0,2.0,0.0,0.0
Planters Guesthouse,Entertainment,planters guesthouse,planters guesthouse,planters guesthouse,2.0,2.0,0.0,0.0
Jogja Gallery,Entertainment,jogja gallery,jogja gallery,jogja gallery,2.0,2.0,0.0,0.0
Andi Photo Cinema,Entertainment,andi photo cinema,andi photo cinema,andi photo cinema,3.0,3.0,0.0,0.0
P-tric Cinema,Entertainment,ptric cinema,ptric cinema,ptric cinema,2.0,2.0,0.0,0.0
Kos Bu Helmi Iromejan,Entertainment,kos bu helmi iromejan,kos bu helmi iromejan,kos bu helm iromejan,4.0,4.0,0.0,0.0
Homeschooling HSPG,Entertainment,homeschooling hspg,homeschooling hspg,homeschooling hspg,2.0,2.0,0.0,0.0
Elegant Photo Jogja,Entertainment,elegant photo jogja,elegant photo jogja,elegant photo jogja,3.0,3.0,0.0,0.0
Foto Wisuda Jogja,Entertainment,foto wisuda jogja,foto wisuda jogja,foto wisuda jogja,3.0,3.0,0.0,0.0
University of Amikom Yogyakarta,Entertainment,university of amikom yogyakarta,university of amikom yogyakarta,university of amikom yogyakarta,4.0,4.0,0.0,0.0
Solo Paragon XXI,Entertainment,solo paragon xxi,paragon xxi,paragon xxi,3.0,2.0,1.0,33.3
QUEEN PHOTO CINEMA,Entertainment,queen photo cinema,queen photo cinema,queen photo cinema,3.0,3.0,0.0,0.0
Swarna Cinema,Entertainment,swarna cinema,swarna cinema,swarna cinema,2.0,2.0,0.0,0.0
The Park XXI,Entertainment,the park xxi,the park xxi,the park xxi,3.0,3.0,0.0,0.0
Solo Square XXI,Entertainment,solo square xxi,square xxi,square xxi,3.0,2.0,1.0,33.3
Alegre Photo & Cinema,Entertainment,alegre photo cinema,alegre photo cinema,alegre photo cinema,4.0,3.0,1.0,25.0
Blanzer big cinema,Entertainment,blanzer big cinema,blanzer big cinema,blanzer big cinema,3.0,3.0,0.0,0.0
TUGU LOR,Entertainment,tugu lor,tugu lor,tugu lor,2.0,2.0,0.0,0.0
Seruni,Entertainment,seruni,seruni,pantai seruni,1.0,1.0,0.0,0.0
CGV Transmart Solo,Entertainment,cgv transmart solo,cgv transmart,cgv transmart,3.0,2.0,1.0,33.3
GRAND XXI,Entertainment,grand xxi,grand xxi,grand xxi,2.0,2.0,0.0,0.0
Urban Perfume Point Yogyakarta,Entertainment,urban perfume point yogyakarta,urban perfume point yogyakarta,urban perfume point yogyakarta,4.0,4.0,0.0,0.0
One vision cinema,Entertainment,one vision cinema,one vision cinema,one vision cinema,3.0,3.0,0.0,0.0
Gorengan PAK BUDIMAN,Entertainment,gorengan pak budiman,gorengan budiman,goreng budiman,3.0,2.0,1.0,33.3
